age,sex,residence,country.birth,income
45,Male,València,España,7000
46,Female,Asturias,España,11000
39,Male,Sevilla,Rumanía,18000
73,Female,Cantabria,España,12000
35,Male,Cádiz,España,13000
19,Male,Alacant,España,19000
50,Male,Lugo,Marruecos,47000
61,Male,Illes Balears,España,27000
58,Male,Bizkaia,España,26000
57,Male,León,España,15000
23,Female,Málaga,España,27000
45,Male,Las Palmas,España,10000
23,Female,Huelva,España,29000
47,Male,Huelva,Paraguay,13000
41,Male,León,España,14000
33,Female,València,Argentina,17000
19,Female,Santa Cruz de Tenerife,España,15000
69,Female,Alacant,España,15000
40,Male,Las Palmas,España,14000
37,Female,Bizkaia,España,19000
54,Female,Barcelona,España,13000
41,Female,Tarragona,Ecuador,24000
36,Female,Zaragoza,España,55000
34,Male,Granada,Brasil,36000
28,Female,León,España,20000
55,Female,Madrid,España,28000
32,Male,Málaga,España,28000
70,Male,Barcelona,España,22000
55,Male,Alacant,España,47000
51,Female,Almería,Países Bajos,21000
47,Female,Madrid,España,20000
39,Male,Cantabria,España,16000
58,Female,Badajoz,España,41000
25,Female,Sevilla,Reino Unido,25000
54,Male,Castelló,España,27000
36,Male,Málaga,España,25000
49,Female,Ciudad Real,Colombia,47000
44,Female,Illes Balears,España,24000
19,Female,Barcelona,España,58000
50,Male,Madrid,España,35000
34,Male,Alacant,España,12000
71,Female,Ourense,España,45000
72,Female,Lleida,España,46000
56,Male,Murcia,España,42000
20,Female,Girona,España,17000
62,Male,Madrid,España,36000
65,Male,Barcelona,Colombia,66000
50,Male,Cáceres,España,45000
55,Female,Ávila,Pakistán,15000
81,Male,Ciudad Real,España,24000
40,Female,Barcelona,Paraguay,15000
44,Male,Alacant,España,10000
82,Female,Alacant,Marruecos,23000
39,Female,València,España,26000
45,Male,Burgos,España,115000
84,Female,Alacant,España,24000
27,Male,Lugo,España,10000
39,Male,Zamora,España,37000
33,Female,Zamora,España,19000
48,Male,Alacant,España,14000
35,Male,Castelló,España,10000
66,Female,La Rioja,España,14000
41,Female,Barcelona,España,18000
58,Female,Bizkaia,España,24000
47,Male,Madrid,España,26000
48,Female,Alacant,España,21000
33,Female,Guadalajara,España,11000
55,Male,Alacant,España,10000
59,Female,Asturias,Venezuela,69000
58,Female,Alacant,España,8000
39,Male,Córdoba,España,21000
54,Female,Barcelona,Filipinas,5000
57,Female,Santa Cruz de Tenerife,España,22000
32,Female,Zaragoza,Mali,12000
26,Female,Alacant,España,23000
69,Male,Barcelona,España,12000
62,Male,Barcelona,España,28000
67,Female,Málaga,España,21000
55,Female,Barcelona,España,16000
45,Male,Salamanca,España,29000
44,Female,Las Palmas,España,8000
35,Male,Castelló,España,15000
61,Female,Girona,India,34000
81,Female,Córdoba,España,18000
23,Male,Asturias,España,37000
39,Female,Barcelona,España,60000
69,Female,Sevilla,España,17000
62,Female,Cantabria,Colombia,47000
29,Female,Madrid,Marruecos,109000
51,Female,Granada,España,31000
75,Female,A Coruña,Marruecos,11000
71,Female,Barcelona,Rusia,9000
19,Female,Barcelona,España,85000
38,Female,Illes Balears,España,17000
47,Male,Guadalajara,España,18000
53,Male,Tarragona,España,24000
47,Male,Jaén,España,16000
18,Male,València,Andorra,26000
53,Male,Girona,España,10000
26,Male,Bizkaia,España,54000
43,Female,Almería,España,27000
69,Female,Madrid,España,16000
55,Male,Cantabria,España,29000
43,Female,Jaén,España,29000
26,Female,València,España,11000
78,Female,Madrid,España,5000
34,Male,Madrid,España,44000
39,Female,Asturias,España,18000
66,Male,Cáceres,España,70000
32,Female,Castelló,España,9000
65,Female,Badajoz,España,51000
49,Male,Granada,Irlanda,43000
30,Female,Zamora,España,9000
30,Female,Valladolid,España,24000
51,Female,Madrid,Estados Unidos de América,31000
21,Male,Illes Balears,Nicaragua,10000
22,Female,Zamora,España,13000
62,Female,Barcelona,España,7000
57,Male,Madrid,España,48000
18,Female,València,España,20000
28,Male,Madrid,España,22000
33,Female,Madrid,España,19000
44,Male,Castelló,España,15000
38,Male,Ciudad Real,España,50000
30,Female,Alacant,España,13000
25,Male,Murcia,España,10000
75,Male,Madrid,España,9000
20,Female,La Rioja,España,53000
48,Male,Madrid,España,38000
69,Female,Illes Balears,España,19000
23,Male,Tarragona,España,65000
75,Female,Barcelona,España,25000
21,Female,València,España,45000
46,Female,Toledo,Nigeria,32000
54,Male,Málaga,España,16000
54,Male,València,España,45000
24,Male,Barcelona,España,40000
72,Male,Cáceres,España,17000
57,Male,Ourense,España,28000
83,Male,Melilla,España,5000
43,Male,València,España,27000
24,Female,Girona,España,31000
23,Male,Cantabria,España,16000
52,Male,Albacete,España,24000
34,Male,Cuenca,España,46000
56,Female,Murcia,España,19000
62,Female,Sevilla,España,39000
67,Female,Málaga,España,15000
44,Male,A Coruña,España,60000
25,Female,Cádiz,Honduras,16000
79,Female,Barcelona,España,23000
29,Male,Barcelona,Chile,36000
21,Male,Segovia,España,25000
28,Male,Barcelona,España,11000
33,Female,Zamora,España,18000
50,Female,Cuenca,España,12000
45,Female,Valladolid,España,37000
45,Male,Madrid,España,8000
45,Female,Madrid,Marruecos,48000
47,Female,Barcelona,España,35000
31,Male,Jaén,España,13000
75,Male,Lleida,España,17000
46,Female,Barcelona,España,9000
52,Female,Alacant,España,14000
78,Male,A Coruña,España,43000
46,Male,Madrid,España,14000
62,Male,La Rioja,Paraguay,8000
47,Male,Barcelona,España,41000
68,Male,Barcelona,España,21000
37,Male,Alacant,España,21000
56,Male,Madrid,España,31000
59,Male,Jaén,España,7000
79,Female,Zaragoza,España,17000
65,Male,Gipuzkoa,España,16000
65,Male,Barcelona,España,11000
51,Female,Las Palmas,España,9000
39,Female,Alacant,España,43000
78,Male,Ávila,España,17000
65,Male,Sevilla,España,35000
68,Female,Barcelona,España,23000
21,Male,Zamora,España,19000
28,Male,Madrid,España,37000
53,Male,Tarragona,España,17000
63,Male,Zaragoza,España,27000
66,Male,Burgos,España,15000
77,Male,Córdoba,España,17000
64,Male,Bizkaia,Marruecos,17000
77,Female,Alacant,España,17000
43,Male,Madrid,España,12000
67,Male,Las Palmas,España,31000
41,Male,Madrid,España,35000
19,Female,Huelva,Bulgaria,20000
35,Female,Barcelona,España,16000
19,Female,Castelló,España,12000
29,Female,Córdoba,España,15000
27,Female,Granada,España,39000
41,Male,Málaga,España,10000
24,Female,Sevilla,España,8000
68,Female,Madrid,España,9000
44,Female,Madrid,España,7000
71,Female,Zamora,España,21000
84,Male,Sevilla,España,29000
26,Male,Santa Cruz de Tenerife,España,24000
60,Male,Alacant,España,19000
58,Male,Málaga,España,18000
76,Male,Málaga,España,14000
31,Male,Zamora,Perú,27000
51,Female,Guadalajara,España,7000
21,Male,Lugo,España,39000
27,Male,Ourense,España,43000
19,Male,Badajoz,España,94000
68,Male,Alacant,España,12000
60,Female,Madrid,Alemania,18000
68,Male,Illes Balears,Paraguay,37000
36,Male,Zamora,España,13000
49,Male,Zaragoza,Andorra,44000
56,Male,Las Palmas,España,53000
62,Female,Córdoba,España,18000
45,Male,Huesca,España,72000
73,Male,Alacant,España,15000
23,Female,Madrid,Turquía,28000
53,Male,Murcia,España,17000
54,Female,Sevilla,Países Bajos,13000
39,Female,Sevilla,Rusia,16000
56,Male,Madrid,España,6000
43,Male,Madrid,España,29000
69,Female,Zamora,Belarús,19000
29,Male,Girona,España,15000
50,Female,Zaragoza,España,20000
28,Female,Barcelona,España,17000
54,Male,Zaragoza,España,31000
21,Female,Badajoz,España,11000
53,Male,Illes Balears,España,13000
39,Male,Barcelona,España,35000
41,Male,Illes Balears,España,36000
29,Male,Barcelona,España,8000
51,Male,Zamora,Ghana,22000
49,Female,Málaga,España,32000
56,Male,Sevilla,España,17000
36,Female,Girona,España,43000
23,Male,Tarragona,España,34000
31,Female,Tarragona,España,23000
52,Male,Cantabria,España,33000
48,Female,Ourense,España,73000
51,Male,Almería,España,41000
22,Female,Las Palmas,España,17000
51,Male,Badajoz,España,19000
52,Male,Almería,España,23000
47,Male,Toledo,Bulgaria,18000
51,Male,Barcelona,Rumanía,6000
57,Male,Málaga,España,23000
46,Female,A Coruña,Rusia,26000
47,Female,Barcelona,España,17000
50,Male,Barcelona,España,23000
62,Female,Córdoba,España,7000
63,Male,Murcia,España,18000
83,Male,València,España,44000
58,Female,Zamora,Venezuela,30000
66,Female,Barcelona,España,32000
66,Male,Almería,España,11000
36,Female,Zamora,España,61000
36,Male,Madrid,Suecia,28000
45,Female,Barcelona,España,36000
36,Female,València,España,30000
51,Female,Illes Balears,España,22000
19,Male,Madrid,España,19000
45,Male,Zamora,España,24000
46,Female,Valladolid,Rumanía,17000
35,Female,Zamora,España,24000
71,Male,Córdoba,España,18000
34,Male,Zaragoza,España,49000
29,Female,València,España,15000
50,Female,València,España,13000
68,Female,Lugo,España,22000
47,Male,Bizkaia,España,27000
72,Male,Barcelona,España,37000
69,Male,A Coruña,España,11000
43,Male,Santa Cruz de Tenerife,España,17000
27,Female,Almería,España,17000
42,Female,Navarra,España,67000
56,Female,Girona,Rumanía,12000
76,Female,Gipuzkoa,España,6000
74,Female,Madrid,España,11000
53,Female,Valladolid,España,26000
49,Male,Lugo,España,56000
62,Male,Barcelona,España,56000
77,Male,Málaga,España,19000
42,Male,Albacete,España,27000
31,Female,València,España,16000
36,Male,Las Palmas,España,17000
73,Male,Barcelona,España,9000
39,Male,Madrid,España,16000
49,Female,Madrid,España,8000
35,Female,Córdoba,España,24000
42,Female,Toledo,España,11000
47,Female,Almería,Marruecos,51000
64,Male,València,Marruecos,18000
18,Female,Zaragoza,España,14000
56,Female,Sevilla,España,25000
59,Female,Granada,España,18000
82,Female,Valladolid,España,15000
36,Female,Santa Cruz de Tenerife,España,11000
82,Female,Zamora,España,35000
82,Male,Madrid,España,86000
68,Male,Bizkaia,España,19000
26,Female,León,España,24000
61,Female,Granada,España,30000
58,Female,La Rioja,España,41000
75,Male,Navarra,España,40000
44,Male,Las Palmas,España,28000
40,Female,València,España,41000
65,Male,Madrid,España,25000
34,Female,Madrid,España,33000
64,Female,Madrid,España,12000
32,Male,Barcelona,España,10000
48,Male,Tarragona,Rumanía,6000
20,Female,Cáceres,Marruecos,49000
64,Male,Murcia,España,21000
32,Male,València,España,28000
71,Male,Madrid,España,42000
25,Female,Barcelona,España,10000
41,Female,Madrid,España,22000
60,Female,Cáceres,España,8000
52,Male,Las Palmas,España,27000
28,Male,Badajoz,España,55000
29,Female,Barcelona,España,73000
43,Female,València,España,39000
45,Male,Barcelona,España,15000
43,Female,Madrid,España,23000
54,Female,Sevilla,España,44000
71,Male,La Rioja,Honduras,18000
42,Male,Barcelona,España,12000
44,Female,Girona,España,26000
61,Male,Huelva,España,27000
29,Female,Barcelona,España,24000
58,Female,Barcelona,Perú,21000
48,Female,A Coruña,España,36000
42,Female,Madrid,España,17000
68,Male,Barcelona,España,37000
44,Female,València,España,10000
74,Female,Barcelona,España,20000
41,Male,Granada,España,14000
58,Female,Sevilla,España,24000
49,Male,Málaga,Argentina,11000
57,Female,Barcelona,España,64000
60,Female,Lugo,España,22000
60,Male,Navarra,España,19000
63,Male,Barcelona,Ecuador,8000
21,Male,Asturias,España,40000
82,Male,Segovia,España,26000
58,Female,València,Rumanía,12000
77,Male,Granada,España,45000
55,Male,Huelva,España,30000
70,Female,Madrid,España,29000
45,Female,Almería,España,23000
37,Female,Madrid,España,3000
53,Male,Burgos,España,27000
71,Female,Gipuzkoa,Cuba,10000
57,Male,León,España,28000
70,Female,Madrid,España,28000
32,Male,Illes Balears,España,33000
79,Male,Badajoz,España,15000
83,Male,Huesca,España,4000
46,Male,Santa Cruz de Tenerife,España,31000
76,Male,Las Palmas,España,28000
83,Female,València,Ghana,28000
69,Female,Alacant,España,40000
70,Female,Las Palmas,España,16000
32,Male,Barcelona,España,20000
39,Male,Murcia,España,19000
35,Male,València,España,30000
27,Female,Málaga,España,8000
66,Female,Ávila,España,24000
38,Female,Navarra,Polonia,28000
65,Male,Albacete,España,37000
38,Female,Castelló,España,13000
48,Female,Ciudad Real,España,33000
59,Male,Lugo,España,26000
44,Female,Córdoba,España,31000
20,Female,Navarra,Venezuela,14000
50,Female,Tarragona,España,14000
51,Female,Las Palmas,España,9000
64,Female,València,España,16000
28,Male,Granada,España,20000
31,Male,Toledo,España,9000
62,Male,Cantabria,España,28000
28,Female,Madrid,España,11000
44,Male,Bizkaia,España,50000
54,Female,Barcelona,España,21000
48,Male,Barcelona,España,21000
68,Male,Barcelona,España,34000
39,Female,Zamora,España,40000
67,Male,Cuenca,España,18000
22,Female,Cáceres,España,11000
19,Female,Huelva,España,29000
52,Female,Madrid,España,55000
34,Female,Toledo,España,37000
69,Female,Santa Cruz de Tenerife,España,15000
74,Female,Almería,España,26000
47,Female,Ávila,España,7000
48,Female,Zaragoza,España,26000
44,Male,Girona,España,23000
70,Male,Sevilla,Alemania,27000
47,Female,Asturias,España,9000
42,Male,Zaragoza,España,42000
44,Male,Murcia,España,30000
25,Female,Ceuta,Argelia,46000
29,Female,Murcia,España,31000
57,Male,València,España,29000
34,Female,Santa Cruz de Tenerife,España,16000
50,Male,Asturias,España,19000
70,Male,Málaga,España,31000
82,Female,Alacant,España,25000
49,Male,València,Reino Unido,7000
80,Female,Salamanca,España,10000
44,Male,Illes Balears,España,11000
50,Female,València,España,38000
46,Male,Madrid,España,19000
43,Female,Madrid,España,39000
28,Female,Zaragoza,España,29000
78,Male,Madrid,España,31000
78,Male,Zaragoza,España,35000
64,Female,Gipuzkoa,Georgia,25000
49,Female,Sevilla,España,42000
82,Female,Madrid,España,107000
42,Male,Soria,España,13000
42,Male,Barcelona,Chile,23000
47,Female,Barcelona,España,81000
34,Male,Toledo,España,32000
46,Male,Madrid,España,38000
24,Female,Madrid,España,23000
41,Female,Illes Balears,España,15000
52,Female,La Rioja,España,17000
48,Female,Almería,España,73000
25,Female,Zamora,Marruecos,13000
84,Female,Bizkaia,España,11000
62,Male,Burgos,España,41000
33,Female,València,España,33000
23,Female,Zaragoza,España,16000
30,Female,Lugo,España,10000
59,Female,Barcelona,España,10000
21,Male,Zamora,España,30000
67,Female,Castelló,España,45000
71,Male,Castelló,España,48000
40,Male,Córdoba,España,21000
66,Female,Barcelona,España,9000
59,Male,Murcia,España,33000
62,Female,Segovia,Rumanía,19000
67,Female,València,España,20000
35,Male,Cantabria,Colombia,36000
39,Male,Granada,España,11000
29,Male,Badajoz,España,20000
48,Male,València,España,18000
69,Male,Barcelona,España,17000
83,Female,Málaga,España,17000
63,Male,Almería,España,55000
47,Male,Ciudad Real,España,25000
44,Male,Granada,España,6000
56,Male,Madrid,España,23000
63,Male,Málaga,España,43000
46,Male,Madrid,Portugal,9000
49,Male,Salamanca,España,6000
79,Female,Murcia,España,34000
21,Female,Araba,España,7000
77,Female,Las Palmas,España,10000
55,Female,Almería,España,9000
62,Male,Barcelona,Pakistán,27000
34,Female,Alacant,España,24000
53,Male,Zamora,España,16000
82,Male,Madrid,Marruecos,32000
53,Female,Bizkaia,España,20000
61,Male,Lleida,España,65000
25,Female,Barcelona,España,6000
45,Female,A Coruña,España,21000
43,Female,Zaragoza,Argentina,8000
29,Male,Zaragoza,España,8000
45,Female,Gipuzkoa,España,99000
55,Male,Cáceres,España,38000
45,Female,Valladolid,España,17000
53,Male,Cáceres,España,23000
26,Female,La Rioja,España,15000
43,Female,València,España,43000
62,Male,Cáceres,España,59000
52,Male,Albacete,España,21000
37,Female,Almería,España,17000
62,Female,Toledo,Ecuador,26000
61,Female,Ourense,Marruecos,21000
67,Female,Madrid,España,10000
27,Female,Córdoba,España,12000
59,Male,València,España,27000
79,Female,Santa Cruz de Tenerife,España,51000
20,Female,Bizkaia,España,66000
21,Female,Barcelona,España,45000
33,Female,Madrid,España,48000
39,Male,Zamora,España,28000
20,Male,Asturias,España,23000
49,Male,Las Palmas,España,39000
71,Male,Córdoba,España,38000
67,Male,Granada,España,14000
83,Male,Barcelona,España,7000
43,Female,Málaga,España,9000
35,Male,Bizkaia,España,12000
29,Female,Jaén,España,23000
20,Female,Málaga,España,110000
37,Male,Barcelona,Colombia,9000
25,Female,Ávila,España,29000
77,Female,Barcelona,España,30000
45,Female,Murcia,España,9000
44,Female,València,España,10000
49,Male,Cantabria,España,47000
30,Female,Barcelona,España,11000
26,Male,Madrid,España,19000
54,Female,Madrid,España,53000
56,Female,Sevilla,China,34000
49,Female,Tarragona,España,17000
82,Female,León,España,20000
43,Male,Alacant,España,14000
83,Male,Madrid,España,12000
62,Male,Granada,España,87000
47,Male,Tarragona,Marruecos,8000
37,Male,Girona,España,19000
46,Female,Alacant,España,22000
65,Male,Lleida,España,16000
59,Male,Alacant,España,13000
49,Male,Murcia,Venezuela,60000
28,Male,Córdoba,Rumanía,16000
68,Male,Illes Balears,España,25000
57,Female,Alacant,España,5000
40,Female,Madrid,Uruguay,35000
84,Female,Toledo,España,21000
51,Female,Almería,España,25000
21,Female,Madrid,España,10000
54,Male,Badajoz,España,24000
19,Male,Castelló,España,13000
42,Female,Madrid,España,7000
68,Female,Madrid,España,44000
49,Female,Madrid,España,21000
55,Male,Cáceres,España,53000
48,Female,Illes Balears,España,18000
52,Male,Granada,España,37000
40,Male,Madrid,España,19000
38,Male,Granada,España,12000
44,Male,Gipuzkoa,España,8000
69,Female,Madrid,España,10000
53,Female,Barcelona,España,19000
79,Male,Barcelona,España,18000
73,Male,Albacete,España,44000
43,Female,Alacant,España,24000
75,Female,Bizkaia,España,59000
26,Male,València,España,7000
34,Female,León,México,22000
42,Female,Barcelona,España,13000
36,Male,Zaragoza,España,28000
55,Female,Burgos,Brasil,55000
70,Female,Cantabria,España,36000
40,Female,València,España,25000
31,Female,Sevilla,España,12000
39,Female,Madrid,España,31000
32,Female,Madrid,España,26000
72,Male,Barcelona,España,70000
52,Female,Barcelona,España,7000
28,Male,Madrid,España,55000
54,Male,Lugo,España,13000
38,Female,Lleida,España,18000
52,Male,Ávila,España,8000
46,Male,Zamora,España,26000
68,Female,A Coruña,España,17000
54,Male,Burgos,España,9000
62,Male,Madrid,España,21000
57,Female,Segovia,España,19000
78,Female,Zamora,España,21000
26,Female,Almería,España,14000
49,Male,Sevilla,España,19000
53,Female,Barcelona,España,10000
70,Female,Badajoz,México,10000
61,Male,Madrid,España,33000
45,Female,Madrid,España,131000
68,Female,Madrid,España,20000
27,Male,Madrid,España,34000
51,Female,Santa Cruz de Tenerife,Bulgaria,18000
21,Male,Cantabria,España,19000
50,Female,València,España,15000
43,Female,Ciudad Real,España,12000
21,Female,Madrid,España,20000
29,Male,Granada,España,34000
32,Female,Barcelona,España,17000
61,Male,Zamora,Honduras,47000
39,Female,Salamanca,España,38000
66,Male,Araba,España,9000
77,Female,Lugo,Ecuador,8000
67,Female,Barcelona,España,25000
26,Male,Ciudad Real,España,13000
64,Female,Granada,Ecuador,8000
19,Male,València,España,17000
26,Female,Ciudad Real,España,22000
26,Male,Araba,España,23000
40,Female,Las Palmas,Suiza,19000
39,Female,Madrid,España,98000
54,Male,Madrid,España,20000
18,Female,Santa Cruz de Tenerife,España,44000
72,Female,A Coruña,España,21000
47,Male,Madrid,España,32000
36,Female,Barcelona,España,12000
57,Female,Castelló,España,10000
77,Male,Sevilla,España,20000
28,Female,Soria,España,27000
43,Male,Alacant,España,30000
25,Male,Zamora,Pakistán,19000
46,Female,Alacant,España,5000
23,Male,Bizkaia,España,12000
41,Male,Madrid,España,31000
38,Female,Lleida,España,50000
59,Female,Barcelona,Andorra,31000
40,Female,Gipuzkoa,España,15000
57,Male,Alacant,España,15000
29,Male,Madrid,España,14000
46,Female,Las Palmas,España,39000
66,Female,Córdoba,España,47000
44,Female,Huelva,España,8000
49,Female,Córdoba,Marruecos,52000
54,Female,Murcia,Marruecos,13000
51,Female,Sevilla,España,10000
61,Female,Zaragoza,España,20000
70,Male,Madrid,España,26000
51,Male,Málaga,Nicaragua,21000
57,Female,València,España,5000
36,Female,València,España,26000
71,Female,Alacant,Marruecos,21000
31,Female,Zamora,España,29000
46,Female,Santa Cruz de Tenerife,España,24000
55,Male,València,España,81000
31,Male,A Coruña,España,41000
70,Male,Huelva,España,58000
73,Male,Murcia,España,22000
84,Female,Burgos,España,35000
63,Female,Jaén,España,25000
67,Female,Barcelona,España,110000
41,Male,Zamora,España,22000
22,Male,Barcelona,España,29000
30,Female,Granada,España,12000
34,Male,Castelló,España,19000
48,Male,Madrid,Ecuador,19000
51,Male,Bizkaia,España,21000
35,Female,Alacant,España,11000
55,Male,Illes Balears,España,8000
31,Female,Alacant,España,31000
82,Female,Madrid,España,17000
36,Female,Barcelona,España,24000
39,Male,Badajoz,España,17000
51,Female,Segovia,España,17000
65,Female,Barcelona,Ecuador,11000
19,Female,Barcelona,España,12000
56,Female,Barcelona,Ecuador,30000
65,Female,Las Palmas,España,15000
78,Female,Madrid,España,18000
21,Female,Barcelona,España,59000
56,Male,Barcelona,Rumanía,33000
47,Female,Girona,España,37000
73,Female,Córdoba,España,80000
51,Male,Alacant,España,57000
69,Female,Zaragoza,España,32000
42,Female,Asturias,España,42000
47,Female,València,Cuba,31000
84,Male,Barcelona,España,16000
40,Male,Cuenca,España,43000
58,Male,Toledo,España,19000
37,Female,Madrid,Bulgaria,11000
74,Male,Zamora,España,10000
66,Female,Santa Cruz de Tenerife,España,34000
46,Female,Barcelona,España,18000
30,Female,Santa Cruz de Tenerife,España,15000
67,Male,Madrid,España,31000
79,Female,Huelva,España,8000
33,Female,Alacant,España,54000
83,Female,Zamora,España,7000
48,Female,València,España,46000
48,Male,Madrid,España,19000
49,Female,Alacant,España,19000
35,Female,Granada,España,30000
50,Female,Zaragoza,España,40000
40,Male,Jaén,España,34000
30,Male,Barcelona,España,23000
33,Female,Murcia,España,10000
58,Male,La Rioja,Colombia,27000
61,Male,Madrid,Polonia,30000
78,Male,Cáceres,España,19000
59,Female,Cantabria,España,19000
49,Male,Alacant,España,23000
55,Male,Alacant,Argentina,13000
66,Male,València,Cuba,5000
23,Male,Alacant,España,32000
41,Female,Cádiz,España,34000
25,Female,Sevilla,España,27000
41,Male,La Rioja,España,14000
61,Female,Barcelona,España,31000
45,Male,Zamora,España,18000
56,Female,Huelva,España,33000
36,Male,València,España,72000
23,Male,Melilla,España,25000
39,Female,Navarra,España,26000
55,Female,Melilla,España,15000
47,Male,Guadalajara,España,11000
41,Male,Barcelona,España,44000
33,Female,València,España,32000
21,Female,Sevilla,España,31000
60,Female,Asturias,Nigeria,16000
65,Male,Murcia,España,12000
34,Female,Las Palmas,España,12000
80,Male,Málaga,España,36000
36,Female,Badajoz,España,17000
59,Female,Cantabria,España,44000
45,Female,Cantabria,España,30000
47,Male,Melilla,España,70000
46,Female,Zamora,España,67000
65,Male,Las Palmas,España,54000
68,Male,Huelva,España,16000
33,Male,Zamora,España,17000
66,Male,Granada,España,18000
37,Female,València,España,27000
40,Male,Madrid,España,8000
34,Female,Barcelona,España,17000
45,Female,València,España,15000
19,Male,Barcelona,España,18000
44,Female,Murcia,España,30000
68,Female,Almería,España,32000
33,Male,Asturias,España,17000
19,Male,Cádiz,España,17000
69,Female,La Rioja,España,20000
40,Male,Zamora,España,34000
29,Female,Gipuzkoa,España,32000
73,Male,Madrid,España,22000
44,Female,Las Palmas,España,21000
34,Female,Sevilla,España,19000
58,Male,Barcelona,España,42000
34,Male,Madrid,España,27000
81,Male,Córdoba,España,14000
47,Male,Santa Cruz de Tenerife,España,55000
42,Female,València,España,23000
38,Male,Murcia,España,34000
18,Female,Barcelona,España,31000
64,Male,Tarragona,España,9000
63,Male,Cáceres,España,23000
50,Male,Las Palmas,Bolivia,41000
39,Female,Albacete,Bulgaria,32000
21,Male,Gipuzkoa,Portugal,12000
65,Female,Barcelona,España,14000
39,Male,Illes Balears,España,13000
78,Female,Ourense,España,59000
46,Male,Granada,España,41000
54,Female,Barcelona,España,14000
47,Male,Navarra,Colombia,8000
73,Female,A Coruña,España,18000
67,Female,Bizkaia,Nicaragua,36000
29,Female,Zaragoza,Marruecos,61000
60,Female,Bizkaia,España,37000
23,Male,Madrid,España,24000
50,Female,Cádiz,España,21000
60,Female,Madrid,Francia,11000
38,Female,Córdoba,Bulgaria,16000
23,Female,A Coruña,España,63000
32,Female,València,España,46000
73,Female,Cantabria,España,39000
20,Female,Madrid,Italia,14000
66,Male,Madrid,Alemania,14000
39,Female,Barcelona,España,14000
33,Female,Tarragona,España,9000
74,Male,Cáceres,España,26000
39,Male,Madrid,España,42000
26,Male,Barcelona,España,9000
38,Male,Granada,España,21000
53,Male,Madrid,Nicaragua,24000
44,Female,Teruel,España,18000
60,Male,Sevilla,España,20000
47,Male,València,España,37000
28,Female,Sevilla,España,85000
69,Male,Toledo,Ecuador,25000
66,Male,Barcelona,España,42000
38,Female,València,España,14000
47,Female,Zamora,España,19000
71,Male,Sevilla,España,16000
81,Male,Las Palmas,España,22000
29,Male,Madrid,Rumanía,17000
64,Female,Gipuzkoa,España,26000
82,Male,Barcelona,España,12000
43,Male,Valladolid,España,18000
61,Female,Cantabria,España,25000
29,Female,Valladolid,España,40000
75,Male,Sevilla,España,25000
69,Male,Ourense,España,10000
52,Female,Tarragona,España,12000
22,Female,Barcelona,España,19000
46,Female,Palencia,España,37000
77,Male,Castelló,España,7000
34,Female,Barcelona,España,16000
28,Male,Alacant,España,18000
24,Male,Barcelona,España,7000
84,Female,Málaga,España,72000
59,Female,Zamora,México,24000
57,Female,València,España,26000
19,Male,Granada,España,11000
56,Male,Málaga,España,29000
80,Male,Palencia,España,48000
28,Male,A Coruña,España,10000
38,Female,Zamora,España,20000
61,Male,Gipuzkoa,España,19000
33,Male,Barcelona,España,29000
34,Female,Barcelona,España,15000
43,Male,Madrid,España,37000
59,Female,Murcia,China,19000
35,Male,Madrid,España,27000
61,Female,Granada,Portugal,34000
31,Female,Cádiz,España,29000
47,Male,Madrid,España,16000
34,Male,Murcia,España,18000
61,Male,Madrid,España,30000
18,Female,Tarragona,España,17000
63,Female,Barcelona,España,28000
64,Female,Bizkaia,España,11000
56,Male,València,España,14000
41,Male,Madrid,España,23000
65,Female,Madrid,España,17000
27,Male,València,España,35000
56,Female,Barcelona,España,13000
44,Female,Málaga,España,16000
48,Female,Cantabria,Países Bajos,36000
44,Female,Madrid,España,15000
51,Male,Madrid,España,17000
56,Male,Tarragona,España,17000
38,Female,Madrid,Reino Unido,52000
55,Female,Sevilla,España,12000
66,Male,Bizkaia,España,14000
43,Male,Sevilla,España,27000
67,Female,València,Alemania,19000
60,Male,Barcelona,España,23000
54,Female,Huelva,España,20000
47,Female,Barcelona,España,34000
79,Male,Santa Cruz de Tenerife,España,25000
74,Male,Badajoz,España,7000
33,Male,Madrid,España,12000
30,Male,Cantabria,España,18000
55,Male,Bizkaia,España,33000
70,Female,Alacant,Estados Unidos de América,36000
83,Male,Alacant,España,18000
45,Female,Gipuzkoa,España,10000
26,Male,Las Palmas,España,31000
62,Female,Barcelona,España,29000
21,Female,La Rioja,Reino Unido,14000
54,Female,Alacant,Marruecos,16000
37,Male,Sevilla,España,38000
65,Female,Barcelona,España,82000
45,Male,Tarragona,España,26000
26,Female,Girona,España,14000
57,Female,Castelló,España,18000
47,Female,Barcelona,España,15000
43,Male,Murcia,España,30000
34,Female,Sevilla,España,18000
82,Male,Madrid,España,16000
22,Male,Girona,España,13000
38,Female,Málaga,España,32000
68,Male,Tarragona,España,8000
47,Female,Madrid,Marruecos,12000
18,Male,Barcelona,España,20000
43,Female,Barcelona,España,22000
59,Female,València,Marruecos,31000
81,Male,Madrid,España,32000
37,Male,Toledo,España,31000
47,Female,Toledo,España,36000
69,Male,Huelva,España,17000
76,Female,Murcia,España,9000
47,Male,Barcelona,España,12000
71,Male,Barcelona,España,18000
48,Male,Málaga,España,27000
43,Female,Toledo,España,23000
